"","FIPSCode","X","CountyNumber","DemVotes","RepVotes","IsDem","year","lessthanhighschool","atleasthighschooldiploma","atleastbachelorsdegree","graduatedegree","schoolenrollment","medianearnings2010dollars","educationindex","incomeindex","whitenotlatinopopulation","africanamericanpopulation","nativeamericanpopulation","asianamericanpopulation","populationsomeotherraceorraces","latinopopulation","childrenunder6livinginpoverty","adults65andolderlivinginpoverty","Xtotalpopulation","preschoolenrollmentratioenrolledages3and4","povertyratebelowfederalpovertythreshold","ginicoefficient","childpovertylivinginfamiliesbelowthepovertyline","managementprofessionalandrelatedoccupations","serviceoccupations","salesandofficeoccupations","farmingfishingandforestryoccupations","constructionextractionmaintenanceandrepairoccupations","productiontransportationandmaterialmovingoccupations"
"2751",33005,2963,30111,1538,1235,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2752",33005,3085,30233,1131,633,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2753",33005,2956,30104,1227,504,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2754",33005,3001,30149,295,150,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2755",33005,3081,30229,676,411,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2756",33005,3054,30202,403,337,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2757",33005,3063,30211,2133,1497,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2758",33005,2857,30005,634,383,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2759",33005,3038,30186,110,41,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2760",33005,2987,30135,801,348,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2761",33005,3059,30207,221,148,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2762",33005,3034,30182,330,325,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2763",33005,3061,30209,270,219,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2764",33005,2934,30082,231,192,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2765",33005,2892,30040,1251,911,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2766",33005,3068,30216,553,413,1,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2767",33005,3035,30183,1410,1716,0,2010,10.2,89.8,29.8,10.5,82.6,26132,5.71,4.07,95.4,0.5,0.2,1.2,1.4,1.4,11.8,6.8,77117,53.3,10,0.424,10.5,33.5,17.1,24.7,0.7,9,14.9
"2768",33007,2896,30044,472,506,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2769",33007,3056,30204,167,105,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2770",33007,2993,30141,435,283,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2771",33007,3016,30164,621,366,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2772",33007,3053,30201,161,193,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2773",33007,2897,30045,155,183,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2774",33007,3032,30180,172,77,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2775",33007,2887,30035,274,226,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2776",33007,2995,30143,5,16,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2777",33007,2902,30050,241,240,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2778",33007,2908,30056,5,5,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2779",33007,3052,30200,164,133,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2780",33007,3026,30174,180,317,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2781",33007,3080,30314,9,13,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2782",33007,2895,30043,72,83,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2783",33007,3082,30230,633,478,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2784",33007,2936,30084,1020,524,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2785",33007,2923,30071,81,96,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2786",33007,2964,30112,274,311,0,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2787",33007,2912,30060,84,79,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2788",33007,2873,30021,2863,1248,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2789",33007,3048,30196,139,118,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2790",33007,2969,30117,864,742,1,2010,15.2,84.8,16.1,5.5,73.4,25757,3.78,3.97,96.2,0.4,0.3,0.5,1.3,1.2,20.5,9.1,33055,51.7,12.1,0.415,17.1,28,20.8,21.4,1.9,12.2,15.7
"2791",33009,2872,30020,79,96,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2792",33009,2938,30086,339,315,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2793",33009,2862,30010,587,522,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2794",33009,3019,30167,107,72,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2795",33009,2997,30145,216,267,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2796",33009,2883,30031,1050,765,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2797",33009,3076,30224,136,105,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2798",33009,2880,30028,779,821,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2799",33009,3074,30222,233,206,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2800",33009,2976,30124,386,322,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2801",33009,2879,30027,343,352,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2802",33009,2978,30126,1566,1293,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2803",33009,2951,30099,974,975,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2804",33009,2952,30100,171,222,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2805",33009,2909,30057,92,97,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2806",33009,2928,30076,479,276,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2807",33009,3089,30237,456,307,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2808",33009,2916,30064,122,63,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2809",33009,3066,30214,743,611,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2810",33009,2972,30120,4772,2060,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2811",33009,2919,30067,32,19,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2812",33009,2855,30003,472,432,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2813",33009,2975,30123,446,337,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2814",33009,3025,30173,255,161,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2815",33009,3030,30178,2313,1111,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2816",33009,2884,30032,1089,709,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2817",33009,3058,30206,248,153,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2818",33009,2868,30016,264,272,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2819",33009,2874,30022,862,534,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2820",33009,2982,30130,932,274,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2821",33009,2920,30068,1542,843,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2822",33009,3039,30187,411,438,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2823",33009,2943,30091,139,155,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2824",33009,3079,30227,218,260,0,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2825",33009,3020,30168,455,239,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2826",33009,2957,30105,755,547,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2827",33009,2948,30096,5469,1727,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2828",33009,2981,30129,161,140,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2829",33009,2970,30118,133,109,1,2010,9.1,90.9,35.3,15.7,81.2,27160,6.1,4.34,92.3,0.9,0.3,2.9,1.7,1.8,14.6,10.6,89118,39.4,9.8,0.438,9.8,39,18.2,22.4,0.4,9.6,10.3
"2830",33011,2935,30083,4231,4856,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2831",33011,2942,30090,509,424,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2832",33011,2947,30095,738,465,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2833",33011,2977,30125,1956,2703,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2834",33011,2871,30019,395,363,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2835",33011,2906,30054,508,505,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2836",33011,3087,30235,42,66,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2837",33011,2927,30075,538,449,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2838",33011,2989,30137,331,476,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2839",33011,3084,30232,1137,1022,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2840",33011,2955,30103,1490,1213,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2841",33011,3065,30213,435,413,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2842",33011,3024,30172,2479,1309,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2843",33011,2983,30131,535,480,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2844",33011,3000,30148,23213,17506,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2845",33011,2991,30139,6797,7678,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2846",33011,3002,30150,1399,1736,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2847",33011,2986,30134,25676,20809,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2848",33011,2869,30017,4713,7990,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2849",33011,3009,30157,819,1688,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2850",33011,2994,30142,3940,3773,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2851",33011,3077,30225,2105,2592,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2852",33011,2861,30009,810,655,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2853",33011,2958,30106,2289,2785,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2854",33011,3022,30170,2870,4184,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2855",33011,2961,30109,5451,5174,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2856",33011,3047,30195,162,91,1,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2857",33011,2882,30030,1278,1623,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
"2858",33011,2998,30146,691,775,0,2010,9.5,90.5,34.5,12.1,79.9,36162,5.76,6.33,87.6,1.8,0.2,3.2,1.8,5.3,13.2,6,400721,49.3,7.2,0.412,9.9,40.6,13.8,25.8,0.2,8.3,11.4
