"","FIPSCode","X","CountyNumber","DemVotes","RepVotes","IsDem","year","lessthanhighschool","atleasthighschooldiploma","atleastbachelorsdegree","graduatedegree","schoolenrollment","medianearnings2010dollars","educationindex","incomeindex","whitenotlatinopopulation","africanamericanpopulation","nativeamericanpopulation","asianamericanpopulation","populationsomeotherraceorraces","latinopopulation","childrenunder6livinginpoverty","adults65andolderlivinginpoverty","Xtotalpopulation","preschoolenrollmentratioenrolledages3and4","povertyratebelowfederalpovertythreshold","ginicoefficient","childpovertylivinginfamiliesbelowthepovertyline","managementprofessionalandrelatedoccupations","serviceoccupations","salesandofficeoccupations","farmingfishingandforestryoccupations","constructionextractionmaintenanceandrepairoccupations","productiontransportationandmaterialmovingoccupations"
"102",5039,88,4020,1337,1664,0,2010,19.7,80.3,12.4,3.8,81.7,19667,4.14,2.1,54.1,41.8,0.4,0.1,1.2,2.3,29.7,19.6,8116,97.8,17.7,0.462,27,24.6,8.6,21.9,1.7,7.3,35.8
"103",5041,89,4021,2353,1807,1,2010,27.5,72.5,13.6,3.7,78.9,22344,3.57,2.99,46.8,47.5,0.3,0.3,0.7,4.4,44.6,21.8,13008,73.5,27.6,0.47,39.4,30.8,15.9,18.6,5.2,5.6,23.9
"104",5043,90,4022,2627,3883,0,2010,19.4,80.6,19.4,5.7,77.9,22063,4.18,2.9,68,27.8,0.2,0.5,1.1,2.5,34.5,14.5,18509,73.5,23.6,0.469,36.8,29.7,17.5,19.8,3.4,9.3,20.3
"105",5045,91,4023,13559,26653,0,2010,12.6,87.4,26.4,8.6,77.1,24189,4.84,3.54,82.4,10.2,0.5,1.1,1.9,3.9,17.2,7,113237,44.5,15.3,0.45,16.9,34,17,23.2,0.4,12.1,13.3
"106",5047,92,4024,1725,4631,0,2010,17.4,82.6,11.6,3.1,73.8,21516,3.42,2.73,93.8,0.7,1,0.9,1.6,2,31.9,10.7,18125,30.8,17.8,0.448,24.9,24.1,17.9,22.6,1.8,11.3,22.3
"107",5049,93,4025,1452,2949,0,2010,20.6,79.4,9.7,4.2,78.7,17988,3.71,1.49,96.4,0.3,0.6,0.2,1.6,0.8,45.5,13.7,12245,73.9,20.3,0.421,30.5,30.1,19.2,18.9,2.5,12.4,16.8
"108",5051,94,4026,13317,25031,0,2010,15,85,20.2,6.8,73.6,21449,4.06,2.71,84,7.9,0.6,0.7,2.1,4.8,33.1,8.7,96024,57.5,17.7,0.47,28.1,30.1,19.7,26.4,0.5,11.5,11.7
"109",5053,95,4027,1467,4829,0,2010,15.2,84.8,14.7,5.3,70.7,28880,3.45,4.77,94.1,2.2,0.4,0.3,0.9,2.2,6.7,7.6,17853,41.2,8.8,0.377,11.8,25.8,13.6,25.6,1.3,13.4,20.3
"110",5055,96,4028,3998,9066,0,2010,19.1,80.9,12,3.8,77.5,24228,3.74,3.55,95.4,0.6,0.5,0.3,1.2,2.1,31.6,12.4,42090,58.8,16.4,0.409,22,23.8,15,22.9,1.3,12.1,24.9
"111",5057,97,4029,2466,4284,0,2010,19.3,80.7,14.7,3.7,68.5,22110,2.99,2.92,56.5,29.3,0.3,0.4,1.5,12,36.8,9.6,22609,32.4,23.2,0.437,35.2,23.6,18.5,19.4,1.8,9.6,27
"112",5059,98,4030,3824,7087,0,2010,18.7,81.3,12.5,3.7,74.4,22182,3.48,2.94,84.1,10.8,0.4,0.3,1.6,2.8,9.6,8.9,32923,34.3,12.3,0.406,13,26,17.2,24,0.4,12.6,19.8
"113",5061,99,4031,1460,2862,0,2010,21.9,78.1,12.4,3.7,71.7,19896,3.08,2.18,67.4,20.4,0.7,0.6,1.1,9.8,30.6,15.3,13789,47.9,22,0.466,32.2,23.7,14.3,17.6,3.6,9.1,31.8
"114",5063,100,4032,3279,8724,0,2010,17.6,82.4,14.7,5,73.2,22215,3.58,2.95,89.8,1.9,0.4,0.8,1.3,5.8,37.8,14.5,36647,60.9,19.3,0.459,31.3,25.9,17.6,21.9,1.7,9.8,23
"115",5065,101,4033,1563,3571,0,2010,18.4,81.6,12.3,4.4,75.2,20574,3.59,2.42,95,1.3,0.7,0.3,1.2,1.5,24.4,10.8,13696,41.5,18.7,0.431,25,24.8,21.5,23.9,1.9,13,15
"116",5067,102,4034,2093,3065,0,2010,27.7,72.3,7,2.2,74.6,18929,2.79,1.84,78.8,16.6,0.5,0.3,1.4,2.4,45.6,19.1,17997,58.8,25.9,0.451,41.3,22.7,18.3,24,2.7,10.2,22.1
"117",5069,103,4035,17456,9515,1,2010,18.4,81.6,16.5,4.8,76.4,23788,3.92,3.42,41.4,54.9,0.3,0.8,1.1,1.6,39.2,12.6,77435,46.2,22.6,0.46,33.4,27.6,18.6,26.4,0.8,8.3,18.3
"118",5071,104,4036,2785,5045,0,2010,23.6,76.4,14.8,4.4,66.2,21152,2.62,2.61,83.5,1.3,0.8,0.7,1.6,12.1,36.6,12.3,25540,22.4,19.4,0.45,28.4,18.7,13.4,22.2,1.1,13.6,31
"119",5073,105,4037,1173,1712,0,2010,22.1,77.9,13.3,4.3,79.3,20062,3.86,2.24,59.9,37.1,0.1,0.3,0.7,1.7,32.7,14.7,7645,38.8,19.9,0.509,29.5,26.5,22.5,20.9,2.8,8.2,19
"120",5075,106,4038,1786,3535,0,2010,25.2,74.8,9.2,3.1,78.5,20010,3.41,2.22,96.7,0.8,0.4,0.1,1.1,0.9,42.6,12.5,17415,62.9,24.5,0.427,41.4,24.6,17.5,22.8,2.5,10.1,22.4
"121",5077,107,4039,2107,1280,1,2010,30.7,69.3,8.5,2.6,71.9,20108,2.48,2.26,41.4,55.1,0.4,0.4,1.1,1.6,69.5,30.6,10424,91.8,28.8,0.431,45.3,20.1,19.5,35.4,7,8.2,9.7
"122",5079,108,4040,1424,2199,0,2010,26.8,73.2,8.6,2.2,64.9,21075,1.97,2.58,65.8,29.8,0.2,0.1,0.8,3.2,47.9,19.9,14134,53,25.8,0.483,38.4,24.7,21.7,18.1,4.3,12.7,18.5
"123",5081,109,4041,1552,3385,0,2010,18.8,81.2,11.9,3.2,72.3,24395,3.24,3.6,74.6,19,1.4,0.3,1.9,2.7,37,13.7,13171,59.5,18.5,0.43,28.4,22,18.7,19.1,2.4,15,22.8
"124",5083,110,4042,2009,5078,0,2010,23.3,76.7,11.7,3.2,77.7,23872,3.54,3.45,92.2,1.3,1,1.6,1.6,2.3,30.2,10.9,22353,38.4,14.3,0.427,20.4,27.9,15.2,20.3,1.2,12.2,23.3
"125",5085,111,4043,5612,17863,0,2010,14.2,85.8,16.6,4.9,75.2,28547,3.99,4.69,87.9,5.9,0.5,0.8,1.6,3.3,24.1,12.4,68356,45.8,12.6,0.391,16.6,30.1,14.3,28.1,1.4,12.3,13.7
"126",5087,112,4044,2099,4262,0,2010,24.2,75.8,13.4,4.1,77.3,23770,3.57,3.42,91.9,0.2,1.1,0.5,1.5,4.8,26.7,18.7,15717,43.8,18.8,0.446,27.4,24.9,16.3,20.3,2.6,15.8,20.1
"127",5089,113,4045,2024,4771,0,2010,14.9,85.1,14.8,4.9,74.9,21027,3.86,2.57,95.9,0.2,0.6,0.2,1.4,1.7,21.2,7.4,16653,43.7,15.5,0.431,20.6,26.2,21.1,20.5,1,7.4,23.8
"128",5091,114,4046,4518,10622,0,2010,17,83,12.7,3.5,72.1,24851,3.33,3.73,70.6,24.4,0.6,0.5,1.5,2.4,33.3,12.9,43462,51.7,18.1,0.432,29.1,24,17.9,25.6,0.5,15.2,16.9
"129",5093,115,4047,6445,6599,0,2010,24.4,75.6,11,2.9,74.1,22362,3.1,2.99,60.5,33.9,0.3,0.5,1.2,3.6,40.4,15.8,46480,57.6,25.5,0.467,39.3,24.3,14.7,21.5,2.4,10.4,26.6
"130",5095,116,4048,1583,1585,0,2010,31.4,68.6,12.3,3.7,83.3,21330,3.76,2.67,55.8,40.7,0.4,0.4,1.1,1.6,37.5,23.7,8149,52,22.5,0.47,27.6,25.7,18.1,22.9,4.8,6.8,21.8
"131",5097,117,4049,920,2368,0,2010,17.8,82.2,10.1,3.3,76.5,20350,3.6,2.34,92.8,0.2,0.8,0.5,1.9,3.8,45.9,15.3,9487,54.8,19.8,0.493,29.1,29.3,13.7,19.9,4.9,10.7,21.5
"132",5099,118,4050,1314,1996,0,2010,21.7,78.3,10.7,4.3,76,21913,3.45,2.85,65.1,30.7,0.3,0.3,1.2,2.4,34.7,19.2,8997,42.2,20,0.461,36.2,25.8,13.3,19.5,2.2,9.4,29.8
"133",5101,119,4051,993,2508,0,2010,22,78,12.2,2.7,68.6,18829,2.72,1.8,94.8,0.1,1,0.3,2.2,1.7,21.9,23.8,8330,76.6,22.5,0.437,22.3,22.3,12.1,25.1,4.6,13.6,22.3
"134",5103,120,4052,4626,5516,0,2010,18.2,81.8,13.2,3.3,77.2,21565,3.78,2.74,56.3,39.9,0.3,0.4,1.5,1.6,34.3,14.2,26120,55.7,19.9,0.451,28.3,27.8,17.7,21.2,0.7,8,24.6
"135",5105,121,4053,1187,2580,0,2010,18.4,81.6,10.5,3.9,77.8,25696,3.74,3.96,93.6,1.9,0.6,0.2,1.4,2.4,27.5,14.1,10445,19.5,15.1,0.39,15,22.4,16.3,17.3,2.2,16.9,24.9
"136",5107,122,4054,5179,2591,1,2010,29.1,70.9,12.1,3.7,76.2,20463,3.18,2.38,34.6,62.7,0.2,0.3,0.8,1.3,55.2,17,21757,68.3,32.4,0.469,48.3,30,23.4,22.5,4.8,4.7,14.6
"137",5109,123,4055,850,2847,0,2010,22.8,77.2,12.4,5.3,73.6,21439,3.29,2.7,88.2,2.9,0.6,0.5,1.4,6.4,51.6,10.6,11291,43.1,20.7,0.463,33.4,23.7,14.5,17.9,5.3,16.8,21.7
"138",5111,124,4056,2387,4967,0,2010,27.2,72.8,8.8,2.5,72.7,21070,2.73,2.58,89,7.2,0.2,0.2,1.2,2.2,38.2,18.5,24583,47,25.8,0.434,40.6,21.3,16.6,24.3,3.4,11.7,22.7
"139",5113,125,4057,1556,5950,0,2010,19.6,80.4,10,3.7,78,20264,3.67,2.31,89.8,0.3,1.7,0.4,2.1,5.8,36.5,9.4,20662,52.1,20.4,0.417,33.7,23.8,15.8,21.9,2.6,15,20.9
"140",5115,126,4058,5108,14733,0,2010,18.1,81.9,20.1,6.4,75.3,20211,4.05,2.29,86.9,2.8,0.6,1,1.9,6.7,26.4,8.4,61754,51.4,18.2,0.434,24.5,26.1,18.2,26,1,9.4,19.4
"141",5117,127,4059,877,2149,0,2010,22,78,11.5,3.4,70.4,24110,2.9,3.52,85.7,12.2,0.3,0.1,0.8,0.9,25.3,15,8715,64.7,15.2,0.415,19.1,29,17.5,21.7,4,11.7,16.1
"142",5119,128,4060,87055,68856,1,2010,11.8,88.2,30.7,11.5,75.4,28532,5.04,4.68,55.3,34.8,0.3,1.9,1.8,5.8,28.3,8.9,382748,59.7,16.4,0.482,25.6,38.4,16.6,27,0.2,7.6,10.3
"143",5121,129,4061,2040,3699,0,2010,22.2,77.8,11.1,3,80.3,22353,3.8,2.99,95.9,0.7,0.5,0.2,1.2,1.6,17,22.4,17969,64.4,19.7,0.49,23.6,29.4,15.4,21.1,1.8,12.4,20
"144",5123,130,4062,4652,3287,1,2010,26.7,73.3,10.5,4.2,66.6,20974,2.32,2.55,42.4,51.5,0.4,0.5,1.1,4.1,52.4,23.6,28258,46,29.6,0.475,44.7,26.9,21.1,20.8,2.6,10,18.5
"145",5125,131,4063,12868,32962,0,2010,12.4,87.6,22.6,7,77,29184,4.6,4.84,89,4.6,0.5,0.9,1.3,3.8,16.4,4.7,107118,48.4,9.9,0.394,13.5,32.2,13.6,30.3,0.3,12.1,11.6
"146",5127,132,4064,895,2630,0,2010,26.3,73.7,9,2.9,69.4,22781,2.48,3.12,85.3,0.5,1.7,3.4,2.2,7,45.2,16.2,11233,40.8,23.9,0.438,35.4,21.1,10.3,18.4,5.6,12.6,32
"147",5129,133,4065,814,2699,0,2010,27.3,72.7,9.2,3.8,71.8,17706,2.7,1.38,95.2,0,1.1,0.1,2.1,1.5,29.2,15.1,8195,29.8,22.7,0.436,36.7,21.6,19.4,25.1,0.4,16.5,17.1
"148",5131,134,4066,13083,29158,0,2010,19,81,17.9,5.9,71.9,24601,3.57,3.66,72.8,6.2,1.7,4,2.9,12.3,34.5,11.2,125744,41.6,18,0.468,28.8,27.3,15.9,25.6,0.5,7.5,23.2
"149",5133,135,4067,1042,3135,0,2010,31.2,68.8,9.3,2.6,68.2,19502,2.14,2.05,61.1,4.2,1.9,0.4,1.9,30.6,44.3,11.2,17058,40.1,22.9,0.409,33.2,20.5,12.3,17.4,7,11.8,31
"150",5135,136,4068,2092,4920,0,2010,19.6,80.4,12.5,5.1,75.5,20183,3.61,2.28,95,0.5,0.9,0.3,1.6,1.7,30.3,14.7,17264,44.2,21.5,0.427,31.2,28.4,15.4,21.8,3.3,12.6,18.5
"151",5137,137,4069,1356,3773,0,2010,24.2,75.8,10.4,3.8,76.4,17328,3.34,1.23,96.1,0.1,0.7,0.4,1.5,1.3,63.8,20.6,12394,30.3,23.4,0.437,35.7,27,19,20.9,3.5,9,20.5
"152",5139,138,4070,6182,10696,0,2010,18.7,81.3,16.1,4.8,75,24966,3.75,3.76,61.8,32.8,0.3,0.5,1.1,3.5,35.4,12,41639,59.4,21.4,0.471,31.5,28.3,17.2,22.4,1.3,10.5,20.3
"153",5141,139,4071,1826,4362,0,2010,19,81,13.2,3.9,66.8,19372,2.78,2,94.1,0.4,0.7,0.3,1.8,2.7,49.2,13.5,17295,26.4,22.5,0.438,41,21.2,21.8,16.9,1.6,16.4,22
"154",5143,140,4072,28136,39570,0,2010,18.3,81.7,27.4,9.8,75.4,23931,4.53,3.46,74.1,2.9,1.1,2.2,4.3,15.5,28.3,9.5,203065,40.7,17.9,0.461,23.5,33.1,16.5,25.6,0.6,9.2,15.1
"155",5145,141,4073,5765,20005,0,2010,18.2,81.8,17.3,6.6,79.3,21976,4.31,2.87,89.6,3.9,0.6,0.5,1.7,3.7,22,10.9,77076,54.3,15.7,0.455,20.3,27,17.4,26.4,0.6,11.2,17.4
"156",5147,142,4074,1340,1227,1,2010,26.9,73.1,9,1.7,73.2,21166,2.76,2.61,69.4,27.4,0.2,0.2,1.5,1.2,43.4,19.7,7260,54.5,22.9,0.51,35.1,24,18.2,23.4,7.1,10.3,17
"157",5149,143,4075,1720,4041,0,2010,29.8,70.2,10.3,2.6,74.3,21030,2.83,2.57,76.7,1.3,0.6,1.3,1.1,19.1,35.9,16.6,22185,57.2,17.7,0.385,24.2,17,16.8,22.6,4.3,11.7,27.7
"158",6001,159,5001,438091,104330,1,2010,14.1,85.9,40.3,16.3,80.8,38782,6.09,6.81,34.1,12.2,0.3,25.9,5.1,22.5,14.3,8.5,1510271,58.6,11.4,0.456,14.4,44.1,14.9,23.7,0.2,7.4,9.7
"159",6003,160,5002,389,236,1,2010,7.9,92.1,29.7,13.3,88.5,32553,6.5,5.6,72.5,0,17.9,0.6,1.9,7.1,23.9,1.7,1175,83.7,13.1,0.449,14.8,50.9,15.2,16,0,8,9.9
"160",6005,161,5003,6001,8903,0,2010,12.6,87.4,19,5.8,78.3,31281,4.51,5.32,79.6,2.5,1.4,1,3,12.5,3.9,5.8,38091,56.2,8,0.399,7.7,31.5,23.3,23.2,0.7,11,10.3
"161",6007,162,5004,32567,35312,0,2010,14.3,85.7,24.1,8.1,81.1,21888,5.03,2.85,75.2,1.4,1.5,4.1,3.6,14.1,23.6,6,220000,51.9,18.4,0.449,22.6,33.6,21,25,1.3,8.9,10.1
"162",6009,163,5005,7404,10537,0,2010,9.3,90.7,19.6,6.6,72.2,32996,4.13,5.69,83.5,0.8,1.2,1.2,3.1,10.3,17,5.3,45578,49.5,8.3,0.412,10.6,31.2,20.4,24.1,0.7,13.9,9.7
"163",6011,164,5006,2248,3521,0,2010,29.5,70.5,11.7,2.9,74.7,22147,2.96,2.93,39.8,0.8,1.4,1.2,1.7,55.1,24.1,7.2,21419,43.5,15,0.429,24.3,24.5,18.5,19.4,13.7,8.9,14.9
"164",6013,165,5007,230826,112547,1,2010,11.6,88.4,38.2,13.7,81.2,40822,6.03,7.17,47.8,8.9,0.3,14.2,4.5,24.4,13.1,5.7,1049025,56.7,9,0.453,11.8,41.3,16.4,26,0.2,8.3,7.9
"165",6015,166,5008,3396,4256,0,2010,18.7,81.3,14.3,4.3,74.2,23598,3.57,3.37,64.7,3.4,6.8,3.3,4.1,17.8,40.4,7.9,28610,58.1,22,0.448,32.8,28.1,30.2,24.2,3.7,6.9,6.9
"166",6017,167,5009,34033,49661,0,2010,7.3,92.7,31.1,10.1,83.8,35474,5.99,6.19,79.9,0.7,0.9,3.4,3,12.1,12.1,5.2,181058,60.9,7.9,0.421,10,38.1,19.1,25.6,0.4,9.1,7.7
"167",6019,168,5010,85862,91143,0,2010,26.9,73.1,19.7,6.3,75.9,23241,3.69,3.26,32.7,4.8,0.6,9.3,2.2,50.3,35.8,10.6,930450,41.2,22.5,0.459,32.3,28.4,18.4,25.3,7.4,8.2,12.3
"168",6021,169,5011,3276,5608,0,2010,26.1,73.9,16.2,4.3,74.2,22812,3.32,3.13,55.9,0.7,1.7,2.4,1.9,37.5,31.4,9.8,28122,41.5,17.5,0.436,22.9,25.2,20.5,21.3,9.6,7.5,15.8
"169",6023,170,5012,27757,15653,1,2010,9.6,90.4,26.3,8.6,75.2,22148,4.79,2.93,77.2,1,5.2,2.1,4.6,9.8,23.3,7.1,134623,52.8,17.7,0.473,19.9,31.8,21.5,25.8,1.9,10.1,8.8
"170",6025,171,5013,17464,9545,1,2010,37.7,62.3,12.2,4,78.2,22118,3,2.92,13.7,2.9,0.9,1.3,0.8,80.4,29.6,14.7,174528,49.7,21.4,0.469,28.3,24.2,22.6,26.8,5.5,8.9,12
"171",6027,172,5014,2775,3541,0,2010,11.4,88.6,20.9,7.5,76.9,29502,4.59,4.92,66.3,0.5,10.2,1.2,2.3,19.4,23.2,7.2,18546,66.4,11.9,0.427,16.6,25.7,23.4,28.9,0.4,12.1,9.5
"172",6029,173,5015,64690,99840,0,2010,28.9,71.1,14.7,4.8,73,24181,3.04,3.54,38.6,5.4,0.7,3.9,2.2,49.2,32.3,10.1,839631,37,20.6,0.452,28.5,26,18.6,22.8,8.4,11.5,12.6
"173",6031,174,5016,12282,17184,0,2010,30.1,69.9,11.8,3.3,67.9,23536,2.31,3.35,35.2,6.7,0.8,3.5,2.8,50.9,32.4,9.9,152982,35.5,19.3,0.413,28.4,23.1,20.8,19.9,12.9,8.7,14.6
"174",6033,175,5017,9159,6474,1,2010,13.7,86.3,16.4,4.7,75.4,24482,4.02,3.62,74.1,1.8,2.4,1.1,3.4,17.1,30.4,6.4,64665,43.4,19.1,0.442,28.4,29.2,22.1,23.6,2,13.3,9.8
"175",6035,176,5018,3044,7261,0,2010,20.2,79.8,12.4,3.9,62.3,27757,2.27,4.49,66.7,8,2.9,1,4,17.5,16,8.6,34895,38.9,14.2,0.422,17.8,31.8,27,22.5,1.6,8,9.2
"176",6037,177,5019,1672164,699600,1,2010,24.1,75.9,29,9.9,78.8,28874,4.67,4.77,27.8,8.3,0.2,13.5,2.5,47.7,23.6,11.3,9818605,53.8,15.7,0.489,22.4,34.6,17.8,26,0.3,8.2,13.1
"177",6039,178,5020,12698,18990,0,2010,32.1,67.9,13.5,4.3,71.9,22225,2.72,2.95,38,3.3,1.2,1.7,2.1,53.7,31.3,9.8,150865,38.6,19.3,0.441,29,23.7,18,23.4,13.2,9.3,12.4
"178",6041,179,5021,73450,23347,1,2010,8.2,91.8,54.1,22.7,83.6,44386,7.52,7.75,72.8,2.6,0.2,5.4,3.5,15.5,8,5.1,252409,74,7,0.498,7.9,51,14.8,22.9,0.3,6.6,4.4
"179",6043,180,5022,3080,4434,0,2010,10,90,20.4,6.4,77.3,31222,4.62,5.31,83.2,0.7,2.5,1.1,3.3,9.2,8.7,5,18251,40.7,12.5,0.428,20.3,29,24.7,21.1,2.8,12.9,9.6
"180",6045,181,5023,11869,5129,1,2010,16.8,83.2,22.7,8.7,73,25240,4.11,3.83,68.6,0.6,4,1.6,3,22.2,26,9.6,87841,50.5,17.1,0.444,24.1,29,20.8,23.5,4.1,12.3,10.4
"181",6047,182,5024,26128,23403,1,2010,33,67,12.5,4.1,75.8,21966,3,2.87,31.9,3.4,0.4,7.1,2.2,54.9,33.4,11.4,255793,33,21.8,0.46,29.8,22.7,17.9,22.6,8.8,10.4,17.5
"182",6049,183,5025,1113,2779,0,2010,15.7,84.3,15.6,3.3,74.9,22314,3.79,2.98,79,0.8,3,0.7,2.6,13.9,37.8,6.4,9686,40.1,18.4,0.43,30.5,36.7,21.8,18.1,8.5,8.5,6.4
"183",6051,184,5026,2574,2202,1,2010,12.6,87.4,29.9,11.3,68.7,24117,4.32,3.52,68.2,0.3,1.7,1.3,2,26.5,10,2.9,14202,51.1,12,0.401,15.2,35.9,25.6,23,1,8.9,5.6
"184",6053,185,5027,51712,25087,1,2010,29.3,70.7,23.4,9.2,73,25214,3.6,3.83,32.9,2.7,0.3,5.7,2.9,55.4,21.3,7.1,415057,42.2,13.9,0.45,20.1,27.7,19.9,22.2,11.1,8.1,11.1
"185",6055,186,5028,19964,11647,1,2010,17.8,82.2,30,10.2,77,33863,4.83,5.87,56.4,1.8,0.4,6.6,2.6,32.2,12.1,7.2,136484,56.3,10,0.461,12,34.6,18.6,22.3,4.6,8.2,11.8
"186",6057,187,5029,14261,15696,0,2010,5.9,94.1,31.9,10.7,80,30026,5.75,5.04,86.5,0.3,0.8,1.1,2.6,8.5,13.3,4.3,98764,64.7,9,0.426,11.7,37.3,17.3,26.1,0.3,12.4,6.6
"187",6059,188,5030,457077,541592,0,2010,16.7,83.3,36,12.4,80.9,35083,5.62,6.12,44.1,1.5,0.2,17.7,2.9,33.7,14.2,7.2,3010232,50.5,10.1,0.455,13.6,39.4,15.6,27.2,0.3,7,10.5
"188",6061,189,5031,49126,74460,0,2010,7,93,34.1,10.9,81.2,40448,5.93,7.1,76.1,1.3,0.6,5.7,3.4,12.8,7,6.4,348432,58.5,6.6,0.422,6.9,40.9,14.8,28.7,0.1,8.5,7
"189",6063,190,5032,3670,5240,0,2010,7.8,92.2,19.8,7.3,79.6,27894,4.94,4.53,85,0.9,2.3,0.6,3.1,8,25,6.4,20007,46,12.1,0.446,16.9,28.2,20.6,20.3,3.4,16.7,10.8
"190",6065,191,5033,287754,290227,0,2010,20.8,79.2,20.5,7.2,76.3,29025,4.08,4.8,39.7,6,0.5,5.8,2.6,45.5,20.5,7.8,2189641,38.7,13.4,0.439,18.3,29.1,19.1,26.7,1.1,11.4,12.6
"191",6067,192,5034,221063,157688,1,2010,14.9,85.1,27.8,8.9,77.9,32166,4.9,5.51,48.4,9.9,0.6,14,5.5,21.6,21.2,7.5,1418788,47.9,13.9,0.431,19.7,37,18,27.5,0.3,8.4,8.9
"192",6069,193,5035,8617,6052,1,2010,26.2,73.8,18.3,5.1,77.3,30188,3.74,5.07,38.3,0.6,0.4,2.3,1.9,56.4,14.1,8,55269,45.8,11.7,0.414,13,27.5,15.6,24.2,9.1,10,13.6
"193",6071,194,5036,274203,245468,1,2010,22.5,77.5,18.4,6.3,75.8,29232,3.82,4.85,33.3,8.4,0.4,6.1,2.6,49.2,23.2,9.5,2035210,40.4,14.8,0.422,20.5,27.9,17.8,27,0.4,11.3,15.7
"194",6073,195,5037,478386,431046,1,2010,14.7,85.3,34.1,12.7,76.1,32342,5.18,5.55,48.5,4.7,0.5,10.6,3.7,32,16.2,7.8,3095313,52.2,12.3,0.452,16.1,39.5,18.1,25.3,0.4,8.3,8.3
"195",6075,196,5038,267857,42654,1,2010,14.3,85.7,51.2,19.7,75.4,42547,6.21,7.45,41.9,5.8,0.2,33,3.9,15.1,12,11.8,805235,62.5,11.9,0.507,12.5,50.5,16.6,22.4,0.1,4.5,5.8
"196",6077,197,5039,80005,66742,1,2010,23.3,76.7,17.5,5.3,76.8,29450,3.8,4.9,35.9,7.1,0.5,13.8,3.9,38.9,23.6,9.6,685306,43.6,16,0.437,21.5,28.2,16.8,25.9,3.8,10.1,15.2
"197",6079,198,5040,57655,56500,1,2010,11.8,88.2,30.6,11.4,80.8,25901,5.54,4.01,71.1,1.9,0.5,3,2.7,20.8,10.8,5.8,269637,51.1,12.9,0.456,11.3,35.9,20.5,26.1,1.4,9,7.1
"198",6081,199,5041,151036,56244,1,2010,11.5,88.5,44,17,81.3,42701,6.46,7.48,42.3,2.6,0.2,24.5,5.1,25.4,9.6,6.8,718451,60.3,7,0.467,9.1,43.2,17,25,0.5,6.8,7.5
"199",6083,200,5042,84279,59096,1,2010,19.9,80.1,31,12.4,78.7,25395,5.04,3.88,47.9,1.7,0.4,4.6,2.5,42.9,19.7,6.2,423895,49.4,14.3,0.475,17.2,34.8,20.9,22.4,6,7.6,8.4
"200",6085,201,5043,343239,136347,1,2010,13.7,86.3,45.3,19.6,81.7,42862,6.56,7.51,35.2,2.4,0.2,31.7,3.6,26.9,11.1,6.7,1781642,57.7,8.9,0.45,11,49.1,14,21.5,0.3,6.8,8.3
"201",6087,202,5044,61106,17132,1,2010,15.9,84.1,37.3,13.9,81,27743,5.79,4.49,59.6,0.9,0.4,4.1,3,32,14.9,7,262382,55.2,12.7,0.467,14.6,40.9,17.4,21.1,4.3,8.4,7.9
"202",6089,203,5045,18184,34561,0,2010,11.9,88.1,20,6.4,77.3,26124,4.51,4.07,82.4,0.8,2.3,2.4,3.6,8.4,28.6,7.2,177223,41.4,16.5,0.453,23.3,32.3,19.3,28.2,1.2,10.2,9
"203",6091,204,5046,652,1056,0,2010,11.7,88.3,23,7,62.3,29945,3.26,5.02,88.1,0.2,1.3,0.4,1.8,8.3,0,5.9,3240,32.3,10.9,0.389,20.7,35.6,18.8,17.1,3.3,14.4,10.8
"204",6093,205,5047,7110,9844,0,2010,11.6,88.4,22.6,7.4,79.1,22152,4.85,2.93,79.5,1.2,3.4,1.2,4.4,10.3,32.2,7.4,44900,54.4,17.1,0.448,23.1,32.1,20,24.8,2.5,9.9,10.7
"205",6095,206,5048,87225,48364,1,2010,14.2,85.8,24,7.3,76.9,35403,4.59,6.18,40.8,14.2,0.5,14.3,6.2,24,16.7,7.2,413344,43.1,10.4,0.404,14.4,32.8,18.6,26.7,0.7,10.2,11
"206",6097,207,5049,124504,45666,1,2010,13.8,86.2,31.5,11.1,78.3,32146,5.25,5.51,66.1,1.4,0.7,3.7,3.2,24.9,16.4,5.8,483878,52.2,10.3,0.441,12.8,34.3,18.7,26,1.7,9.7,9.6
"207",6099,208,5050,70609,69549,1,2010,24.7,75.3,16.3,5.1,76.1,27291,3.61,4.38,46.7,2.5,0.6,4.8,3.4,41.9,25.7,8.6,514453,40.2,16.4,0.441,23.1,27,17,25,3.5,10.9,16.7
"208",6101,209,5051,8004,12576,0,2010,21.6,78.4,18.7,5.6,75.2,25281,3.79,3.84,50.4,1.8,1,14.2,3.8,28.8,25.1,8.4,94737,41.1,14.3,0.424,20,28.7,17.1,24.4,6,11.4,12.4
"209",6103,210,5052,6032,10791,0,2010,19.7,80.3,12.6,3.8,76.4,23395,3.64,3.31,71.9,0.5,1.9,1,2.8,21.9,38.8,8,63463,45.3,20.3,0.453,30,25.3,22.5,23.1,4.7,10.5,13.8
"210",6105,211,5053,2367,2422,0,2010,9.9,90.1,19.5,4.1,73.7,21383,4.13,2.68,83.5,0.3,4,0.7,4.4,7,22.3,5.2,13786,49.4,15.1,0.409,18.1,33.3,20.4,23.6,2.9,10.6,9.2
"211",6107,212,5054,29191,42186,0,2010,32.7,67.3,13,4.2,74.2,21960,2.88,2.87,32.6,1.2,0.8,3.2,1.6,60.6,34.9,12,442179,37.3,22.9,0.445,32,23.8,18.2,21.1,13.9,8.7,14.3
